E_MeV,Pee_vacuum,Pee_day,Pee_night_reference,delta_Pee_earth_reference,sin2theta12_reference,dm21_eV2_reference
14.100000000000001,0.54955050971648,0.30527352868792934,0.30937867495496774,0.004105146267038395,0.307,7.42e-05
14.150000000000002,0.54955050971648,0.30518933532590486,0.3092248638550365,0.004035528529131638,0.307,7.42e-05
14.200000000000001,0.54955050971648,0.3051060444773282,0.3090725589850994,0.0039665145077711905,0.307,7.42e-05
14.250000000000002,0.54955050971648,0.30502364371365925,0.30892175770527297,0.0038981139916137164,0.307,7.42e-05
14.3,0.54955050971648,0.3049421208118247,0.30877245713350365,0.003830336321678951,0.307,7.42e-05
14.350000000000001,0.54955050971648,0.3048614637503243,0.30862465414448126,0.0037631903941569567,0.307,7.42e-05
14.400000000000002,0.54955050971648,0.3047816607054186,0.30847834536889934,0.0036966846634807204,0.307,7.42e-05
14.450000000000001,0.54955050971648,0.3047027000473976,0.3083335271930555,0.0036308271456579333,0.307,7.42e-05
14.500000000000002,0.54955050971648,0.30462457033692536,0.3081901957587793,0.0035656254218539574,0.307,7.42e-05
14.55,0.54955050971648,0.3045472603214625,0.30804834696367983,0.0035010866422173215,0.307,7.42e-05
14.600000000000001,0.54955050971648,0.30447075893176245,0.3079079764617039,0.003437217529941472,0.307,7.42e-05
14.650000000000002,0.54955050971648,0.30439505527844,0.3077690796639935,0.0033740243855534535,0.307,7.42e-05
14.700000000000001,0.54955050971648,0.3043201386486119,0.3076316517400342,0.0033115130914223023,0.307,7.42e-05
14.750000000000002,0.54955050971648,0.3042459985026064,0.307495687619085,0.0032496891164786046,0.307,7.42e-05
14.8,0.54955050971648,0.3041726244707414,0.3073611819918792,0.0031885575211377803,0.307,7.42e-05
14.850000000000001,0.54955050971648,0.3041000063501685,0.30722812931258625,0.0031281229624177675,0.307,7.42e-05
14.900000000000002,0.54955050971648,0.3040281341017828,0.30709652380102714,0.003068389699244334,0.307,7.42e-05
14.950000000000001,0.54955050971648,0.3039569978471956,0.30696635944513023,0.0030093615979346344,0.307,7.42e-05
15.000000000000002,0.54955050971648,0.3038865878657701,0.30683763000362135,0.0029510421378512453,0.307,7.42e-05
15.05,0.54955050971648,0.3038168945917171,0.30671032900893574,0.002893434417218621,0.307,7.42e-05
15.100000000000001,0.54955050971648,0.3037479086112513,0.3065844497703447,0.002836541159093431,0.307,7.42e-05
15.150000000000002,0.54955050971648,0.3036796206598042,0.3064599853772848,0.00278036471748061,0.307,7.42e-05
15.200000000000001,0.54955050971648,0.3036120216192955,0.3063369287028824,0.002724907083586914,0.307,7.42e-05
15.250000000000002,0.54955050971648,0.3035451025154593,0.30621527240766355,0.002670169892204255,0.307,7.42e-05
15.3,0.54955050971648,0.3034788545152249,0.30609500894343894,0.002616154428214057,0.307,7.42e-05
15.350000000000001,0.54955050971648,0.3034132689241505,0.3059761305573551,0.0025628616332046272,0.307,7.42e-05
15.400000000000002,0.54955050971648,0.3033483371839097,0.3058586292961042,0.002510292112194501,0.307,7.42e-05
15.450000000000001,0.54955050971648,0.3032840508698281,0.30574249701028033,0.0024584461404522084,0.307,7.42e-05
15.500000000000002,0.54955050971648,0.30322040168847053,0.30562772535887656,0.0024073236704060252,0.307,7.42e-05
15.55,0.54955050971648,0.3031573814752756,0.30551430581391087,0.002356924338635269,0.307,7.42e-05
15.600000000000001,0.54955050971648,0.3030949821922398,0.30540222966517505,0.0023072474729352588,0.307,7.42e-05
15.650000000000002,0.54955050971648,0.3030331959256467,0.3052914880250955,0.0022582920994487776,0.307,7.42e-05
